month,solar_avg_rad,NCDC Code,State FIPS,solar_net_gen_all,solar_net_gen_elc,elc_price_all,elc_price_com,elc_price_ind,elc_price_oth,elc_price_res,elc_price_trn,CDD,HDD
9,0.00505,32,38,0.0,0.0,95.2,97.9,82.8,,117.8,,29.0,12.0
10,0.00373,32,38,0.0,0.0,91.7,92.9,82.1,,108.0,,0.0,581.0
11,0.00282,32,38,0.0,0.0,90.1,91.0,81.7,,102.6,,0.0,770.0
12,0.00209,32,38,0.0,0.0,87.0,87.8,82.1,,91.4,,0.0,688.0
1,0.0023599999999999997,33,39,2000.0,2000.0,98.6,97.4,69.6,,122.2,74.0,0.0,1171.0
2,0.0029100000000000003,33,39,5000.0,5000.0,98.3,99.8,69.5,,122.3,73.3,0.0,887.0
3,0.00363,33,39,4000.0,4000.0,97.8,99.6,69.5,,126.6,76.2,5.0,589.0
4,0.00419,33,39,5000.0,4000.0,97.7,100.3,69.2,,129.3,97.0,0.0,462.0
5,0.0042699999999999995,33,39,6000.0,6000.0,98.4,100.0,70.0,,131.9,77.6,39.0,8.0
6,0.004690000000000001,33,39,6000.0,6000.0,98.9,99.3,69.5,,126.6,81.30000000000001,195.0,4.0
7,0.00477,33,39,7000.0,7000.0,100.1,97.4,71.4,,124.5,81.4,299.0,0.0
8,0.00451,33,39,7000.0,7000.0,100.3,99.1,70.6,,124.0,78.9,337.0,0.0
9,0.00436,33,39,7000.0,6000.0,97.7,101.2,69.5,,121.3,81.19999999999999,148.0,29.0
10,0.00327,33,39,6000.0,5000.0,96.4,102.2,69.3,,125.2,81.8,19.0,250.0
11,0.00244,33,39,5000.0,5000.0,96.6,101.4,68.8,,124.2,79.9,0.0,575.0
12,0.00212,33,39,4000.0,4000.0,99.4,99.9,70.1,,122.8,76.8,0.0,58.0
1,0.00441,34,40,0.0,0.0,69.3,70.3,46.9,,84.0,,0.0,837.0
2,0.00466,34,40,0.0,0.0,73.6,71.8,46.5,,97.9,,8.0,497.0
3,0.0047,34,40,1000.0,1000.0,72.8,69.2,46.1,,103.9,,27.0,337.0
4,0.0054800000000000005,34,40,1000.0,1000.0,73.9,70.5,46.0,,110.8,,47.0,142.0
5,0.0054,34,40,1000.0,1000.0,76.3,74.0,48.4,,108.7,,103.0,61.0
6,0.006030000000000001,34,40,1000.0,1000.0,81.1,79.8,53.5,,101.1,,437.0,0.0
7,0.0068200000000000005,34,40,1000.0,1000.0,83.6,82.1,53.5,,101.1,,565.0,0.0
8,0.00621,34,40,0.0,0.0,85.8,83.6,53.6,,106.5,,509.0,0.0
9,0.00563,34,40,0.0,0.0,86.9,84.9,53.9,,112.7,,329.0,9.0
10,0.00484,34,40,0.0,0.0,82.6,81.19999999999999,52.0,,111.8,,135.0,58.0
11,0.00452,34,40,0.0,0.0,70.1,70.1,48.0,,95.4,,15.0,288.0
12,0.00431,34,40,0.0,0.0,75.4,74.5,52.3,,93.7,,0.0,807.0
1,0.00269,35,41,1000.0,1000.0,87.8,86.7,57.6,,102.3,91.5,0.0,783.0
2,0.0035099999999999997,35,41,2000.0,2000.0,88.0,89.2,58.8,,103.9,92.1,0.0,551.0
3,0.00423,35,41,2000.0,2000.0,87.8,89.2,57.7,,104.7,92.1,0.0,612.0
4,0.00514,35,41,3000.0,3000.0,86.5,89.0,57.8,,105.7,93.1,0.0,353.0
5,0.0059900000000000005,35,41,4000.0,4000.0,87.5,89.7,59.2,,108.4,93.4,6.0,74.0
6,0.00731,35,41,3000.0,3000.0,87.4,88.3,62.2,,108.2,93.1,24.0,0.0
7,0.00864,35,41,4000.0,4000.0,88.0,88.6,64.0,,108.2,91.7,61.0,3.0
8,0.00793,35,41,4000.0,4000.0,88.8,89.1,63.6,,109.0,92.7,118.0,8.0
9,0.00697,35,41,5000.0,5000.0,88.1,89.6,61.6,,109.6,92.8,14.0,77.0
10,0.00491,35,41,4000.0,4000.0,89.4,90.5,62.0,,109.8,93.4,0.0,421.0
11,0.00279,35,41,5000.0,5000.0,89.5,89.8,62.3,,107.6,93.4,0.0,516.0
12,0.00244,35,41,4000.0,4000.0,90.5,89.4,57.9,,106.2,92.1,0.0,963.0
1,0.00278,36,42,5000.0,4000.0,104.1,94.1,70.0,,137.1,76.4,0.0,1170.0
2,0.00323,36,42,4000.0,3000.0,105.4,95.3,70.7,,138.7,82.6,0.0,913.0
3,0.0038399999999999997,36,42,7000.0,6000.0,102.3,94.2,69.8,,138.0,83.8,0.0,618.0
4,0.00424,36,42,7000.0,6000.0,101.5,94.8,69.0,,140.7,77.5,0.0,486.0
5,0.004200000000000001,36,42,7000.0,5000.0,99.9,93.1,68.7,,142.0,74.8,21.0,14.0
6,0.00422,36,42,9000.0,7000.0,99.7,90.9,68.3,,138.1,73.2,144.0,9.0
7,0.00434,36,42,8000.0,7000.0,101.3,90.2,68.6,,136.0,74.4,309.0,1.0
8,0.0040999999999999995,36,42,8000.0,6000.0,103.2,90.6,70.8,,136.5,75.5,308.0,1.0
9,0.00387,36,42,6000.0,5000.0,102.1,90.3,69.9,,139.6,76.3,118.0,36.0
10,0.00311,36,42,6000.0,5000.0,100.0,92.2,68.6,,143.2,75.3,7.0,315.0
11,0.00244,36,42,5000.0,4000.0,100.6,91.5,68.0,,141.4,72.7,0.0,629.0
12,0.00252,36,42,4000.0,3000.0,101.5,90.1,68.1,,136.6,75.2,0.0,989.0
1,0.0031,37,44,1000.0,1000.0,167.6,157.7,141.1,,184.1,181.9,0.0,1045.0
2,0.0038399999999999997,37,44,1000.0,1000.0,169.4,160.79999999999998,136.6,,187.9,179.2,0.0,893.0
3,0.00414,37,44,1000.0,1000.0,167.9,156.6,135.5,,190.7,184.9,0.0,685.0
4,0.00422,37,44,1000.0,1000.0,165.8,151.3,134.2,,194.3,182.4,0.0,564.0
5,0.00414,37,44,1000.0,1000.0,156.9,144.7,136.0,,180.2,189.0,7.0,27.0
6,0.00421,37,44,1000.0,1000.0,160.5,145.6,132.3,,186.9,187.0,85.0,8.0
7,0.00456,37,44,2000.0,2000.0,154.5,142.7,133.8,,171.0,192.1,273.0,0.0
8,0.0044,37,44,2000.0,2000.0,163.6,146.9,134.0,,185.6,189.1,276.0,0.0
9,0.00426,37,44,1000.0,1000.0,170.8,147.9,133.4,,204.7,193.7,80.0,38.0
10,0.00344,37,44,1000.0,1000.0,160.6,144.8,132.1,,188.7,190.8,0.0,322.0
11,0.00277,37,44,1000.0,1000.0,158.3,145.9,134.0,,181.4,191.8,0.0,597.0
12,0.0028599999999999997,37,44,1000.0,1000.0,158.9,142.9,135.3,,183.5,185.8,0.0,955.0
1,0.00429,38,45,0.0,0.0,95.2,100.0,59.4,,118.7,,5.0,694.0
2,0.00461,38,45,0.0,0.0,95.2,102.3,57.5,,120.9,,2.0,490.0
3,0.005030000000000001,38,45,0.0,0.0,94.6,100.4,55.1,,130.7,,59.0,206.0
4,0.00537,38,45,0.0,0.0,92.4,99.2,58.5,,130.0,,40.0,102.0
5,0.00536,38,45,0.0,0.0,93.2,99.9,58.2,,127.4,,174.0,22.0
6,0.005059999999999999,38,45,0.0,0.0,102.7,107.2,64.9,,128.8,,440.0,0.0
7,0.00475,38,45,0.0,0.0,104.5,105.9,67.5,,127.8,,578.0,0.0
8,0.0044800000000000005,38,45,0.0,0.0,103.4,104.9,64.4,,129.8,,522.0,0.0
9,0.00425,38,45,0.0,0.0,102.4,104.7,65.6,,129.8,,363.0,0.0
10,0.00434,38,45,0.0,0.0,94.1,99.4,60.7,,126.4,,109.0,69.0
11,0.00429,38,45,0.0,0.0,93.2,102.4,56.3,,127.5,,11.0,297.0
12,0.0039900000000000005,38,45,1000.0,1000.0,97.3,104.0,61.8,,122.1,,6.0,513.0
1,0.003,39,46,0.0,0.0,93.0,90.9,73.5,,103.1,,0.0,1398.0
2,0.00366,39,46,0.0,0.0,93.3,92.0,72.5,,104.7,,1.0,975.0
3,0.00442,39,46,0.0,0.0,96.1,93.6,76.2,,110.1,,1.0,781.0
4,0.00545,39,46,0.0,0.0,96.9,94.4,74.2,,114.5,,0.0,557.0
5,0.00575,39,46,0.0,0.0,99.9,97.1,75.4,,121.6,,30.0,84.0
6,0.00619,39,46,0.0,0.0,101.1,97.2,77.8,,120.1,,213.0,6.0
7,0.00714,39,46,0.0,0.0,103.1,99.3,79.2,,122.3,,256.0,1.0
8,0.00638,39,46,0.0,0.0,100.3,97.1,75.8,,119.8,,202.0,8.0
9,0.0056500000000000005,39,46,0.0,0.0,102.9,100.2,77.6,,125.4,,70.0,44.0
10,0.00422,39,46,0.0,0.0,100.2,97.7,76.6,,121.7,,3.0,423.0
11,0.0034100000000000003,39,46,0.0,0.0,98.5,96.4,74.5,,117.4,,0.0,687.0
12,0.0029,39,46,0.0,0.0,95.9,94.0,74.2,,107.4,,0.0,486.0
1,0.00327,40,47,3000.0,3000.0,89.9,98.6,55.6,,99.8,,0.0,933.0
2,0.00366,40,47,6000.0,6000.0,88.3,98.3,53.5,,96.9,,0.0,631.0
3,0.00412,40,47,5000.0,5000.0,88.5,98.6,53.3,,101.0,,24.0,368.0
4,0.0046,40,47,6000.0,6000.0,87.4,97.6,52.7,,103.0,,23.0,185.0
5,0.00457,40,47,8000.0,7000.0,86.4,96.6,51.3,,103.3,,96.0,86.0
6,0.00497,40,47,7000.0,7000.0,92.6,102.7,56.9,,104.5,,346.0,0.0
7,0.00451,40,47,9000.0,8000.0,95.5,104.5,60.3,,105.2,,461.0,0.0
8,0.004860000000000001,40,47,8000.0,8000.0,96.1,104.7,60.8,,106.1,,436.0,0.0
9,0.00442,40,47,8000.0,8000.0,96.3,105.6,60.0,,106.4,,283.0,5.0
10,0.004070000000000001,40,47,7000.0,7000.0,93.2,103.0,58.4,,107.1,,92.0,107.0
11,0.00361,40,47,6000.0,6000.0,93.9,104.1,57.8,,110.5,,5.0,375.0
12,0.00302,40,47,5000.0,5000.0,95.9,106.3,59.9,,107.4,,0.0,747.0
1,0.00475,41,48,44000.0,44000.0,83.8,83.2,52.5,,108.8,79.9,10.0,513.0
2,0.00501,41,48,54000.0,54000.0,83.6,84.0,52.1,,109.9,80.39999999999999,31.0,265.0
3,0.00517,41,48,51000.0,51000.0,82.3,83.8,52.3,,111.9,81.1,98.0,149.0
4,0.00579,41,48,53000.0,52000.0,81.30000000000001,82.2,51.2,,112.6,80.60000000000001,139.0,47.0
5,0.00577,41,48,49000.0,49000.0,82.6,82.6,52.1,,111.0,80.0,265.0,9.0
6,0.00637,41,48,65000.0,65000.0,85.4,83.0,54.0,,109.5,77.9,486.0,0.0
7,0.00653,41,48,71000.0,71000.0,86.5,81.30000000000001,54.7,,108.3,77.4,645.0,0.0
8,0.00613,41,48,58000.0,58000.0,86.5,81.19999999999999,54.5,,109.1,76.4,563.0,0.0
9,0.005690000000000001,41,48,78000.0,78000.0,87.0,82.3,55.2,,111.1,76.5,449.0,0.0
10,0.00522,41,48,78000.0,78000.0,84.2,83.5,53.4,,110.2,78.5,258.0,13.0
11,0.00498,41,48,65000.0,65000.0,82.5,82.3,53.8,,111.0,80.50000000000001,97.0,123.0
12,0.00464,41,48,66000.0,66000.0,82.3,82.1,53.1,,108.5,82.4,19.0,387.0
1,0.00451,42,49,15000.0,15000.0,81.7,81.19999999999999,57.6,,105.1,99.6,0.0,1219.0
2,0.004860000000000001,42,49,23000.0,23000.0,82.2,82.2,60.4,,105.6,100.5,0.0,918.0
3,0.00637,42,49,27000.0,27000.0,82.0,81.8,60.6,,106.1,101.4,0.0,775.0
4,0.00688,42,49,27000.0,27000.0,82.4,84.1,60.0,,106.4,99.6,1.0,555.0
5,0.00787,42,49,51000.0,51000.0,86.5,92.3,61.9,,109.1,99.5,9.0,5.0
6,0.00893,42,49,90000.0,90000.0,96.5,96.9,74.6,,114.3,99.0,154.0,7.0
7,0.008369999999999999,42,49,149000.0,149000.0,94.6,90.4,70.7,,116.4,98.9,224.0,1.0
8,0.0076100000000000004,42,49,160000.0,160000.0,94.6,90.9,68.9,,118.1,98.3,156.0,0.0
9,0.0076500000000000005,42,49,158000.0,158000.0,92.3,94.5,69.0,,112.0,98.0,32.0,4.0
10,0.0066500000000000005,42,49,127000.0,127000.0,84.8,88.5,62.2,,106.3,99.0,4.0,440.0
11,0.00539,42,49,115000.0,115000.0,81.5,84.5,56.0,,106.7,99.4,0.0,726.0
12,0.00435,42,49,110000.0,110000.0,81.4,80.39999999999999,56.4,,106.5,79.7,0.0,224.0
1,0.0029500000000000004,43,50,2000.0,2000.0,143.4,142.9,104.8,,166.5,,0.0,1340.0
2,0.00322,43,50,4000.0,4000.0,142.0,143.8,100.7,,169.3,,0.0,132.0
3,0.0037,43,50,4000.0,4000.0,144.7,144.3,104.2,,171.4,,0.0,942.0
4,0.00477,43,50,4000.0,4000.0,143.7,145.3,98.0,,175.4,,0.0,778.0
5,0.00449,43,50,6000.0,6000.0,144.0,148.6,99.1,,178.2,,5.0,33.0
6,0.00441,43,50,6000.0,6000.0,145.8,146.3,104.2,,176.0,,27.0,4.0
7,0.00458,43,50,6000.0,6000.0,146.0,146.6,104.7,,173.3,,118.0,2.0
8,0.00451,43,50,6000.0,6000.0,142.8,140.3,101.6,,173.1,,125.0,8.0
9,0.00421,43,50,6000.0,6000.0,146.9,147.3,105.7,,175.8,,19.0,54.0
10,0.0028399999999999996,43,50,5000.0,5000.0,145.8,148.6,101.6,,178.2,,0.0,520.0
11,0.00225,43,50,5000.0,5000.0,146.8,148.2,100.8,,178.8,,0.0,832.0
12,0.00246,43,50,4000.0,4000.0,144.1,143.7,101.8,,172.6,,0.0,246.0
1,0.00383,44,51,0.0,0.0,90.3,81.6,68.5,,105.9,81.1,0.0,976.0
2,0.00431,44,51,0.0,0.0,92.1,81.1,66.1,,108.4,76.0,0.0,738.0
3,0.00467,44,51,0.0,0.0,90.1,80.60000000000001,65.4,,111.2,79.3,11.0,421.0
4,0.00456,44,51,0.0,0.0,91.1,81.30000000000001,66.3,,119.3,78.3,2.0,301.0
5,0.00463,44,51,0.0,0.0,91.4,81.6,65.4,,119.6,80.1,42.0,35.0
6,0.0047,44,51,0.0,0.0,95.2,82.4,65.8,,121.6,78.7,224.0,2.0
7,0.0044599999999999996,44,51,0.0,0.0,92.9,78.2,66.1,,116.3,78.8,403.0,0.0
8,0.0044599999999999996,44,51,0.0,0.0,92.7,78.0,65.0,,116.6,72.8,394.0,0.0
9,0.00417,44,51,0.0,0.0,90.8,77.7,63.8,,116.4,73.1,227.0,7.0
10,0.00408,44,51,1000.0,1000.0,86.1,76.0,64.4,,111.7,77.1,32.0,187.0
11,0.0037,44,51,9000.0,9000.0,88.9,77.7,65.1,,114.5,78.2,0.0,498.0
12,0.0035299999999999997,44,51,9000.0,9000.0,88.3,76.6,64.5,,106.7,78.3,0.0,796.0
1,0.00196,45,53,0.0,0.0,77.7,84.3,43.1,,92.4,93.2,0.0,825.0
2,0.00311,45,53,0.0,0.0,77.7,85.8,44.6,,92.4,103.1,0.0,598.0
3,0.00346,45,53,0.0,0.0,77.1,85.7,43.2,,93.0,97.6,0.0,604.0
4,0.00466,45,53,0.0,0.0,75.1,82.1,43.2,,95.3,89.7,1.0,346.0
5,0.0049900000000000005,45,53,0.0,0.0,74.6,83.3,42.0,,96.5,85.4,4.0,58.0
6,0.00567,45,53,0.0,0.0,75.2,83.6,43.9,,96.7,82.1,22.0,9.0
7,0.00723,45,53,0.0,0.0,76.4,83.2,46.4,,97.5,75.3,57.0,5.0
8,0.0064800000000000005,45,53,0.0,0.0,76.4,83.2,45.8,,97.3,89.2,86.0,2.0
9,0.00558,45,53,0.0,0.0,76.4,84.4,45.7,,98.0,84.6,6.0,20.0
10,0.00352,45,53,0.0,0.0,76.9,86.1,45.0,,95.2,88.8,0.0,438.0
11,0.00195,45,53,0.0,0.0,78.1,85.4,45.3,,96.0,91.6,0.0,544.0
12,0.0017900000000000001,45,53,0.0,0.0,78.8,84.4,43.6,,92.7,87.3,0.0,15.0
1,0.0031,46,54,0.0,0.0,88.8,90.7,64.3,,106.9,,0.0,1142.0
2,0.00349,46,54,0.0,0.0,89.8,94.8,65.5,,106.9,,0.0,823.0
3,0.00398,46,54,0.0,0.0,87.6,95.5,64.7,,110.1,,10.0,504.0
4,0.00413,46,54,0.0,0.0,86.9,95.0,65.3,,113.0,,3.0,345.0
5,0.0041600000000000005,46,54,0.0,0.0,86.8,93.6,65.5,,114.2,,36.0,87.0
6,0.00436,46,54,0.0,0.0,97.4,92.0,65.6,,142.1,,174.0,6.0
7,0.004070000000000001,46,54,0.0,0.0,89.4,90.7,66.9,,112.0,,292.0,1.0
8,0.00419,46,54,0.0,0.0,90.4,92.1,65.4,,115.8,,338.0,0.0
9,0.00408,46,54,0.0,0.0,88.8,93.1,65.2,,116.0,,172.0,20.0
10,0.0035600000000000002,46,54,0.0,0.0,88.3,96.1,65.2,,119.0,,23.0,241.0
11,0.00296,46,54,0.0,0.0,90.9,97.7,67.9,,117.3,,0.0,566.0
12,0.00282,46,54,0.0,0.0,91.6,92.7,66.6,,112.2,,0.0,898.0
1,0.0025499999999999997,47,55,0.0,0.0,105.5,105.3,72.7,,134.5,127.3,0.0,1433.0
2,0.00299,47,55,0.0,0.0,105.2,106.2,73.9,,137.1,145.5,0.0,112.0
3,0.00398,47,55,0.0,0.0,104.4,106.4,73.2,,138.9,150.0,0.0,833.0
4,0.00487,47,55,0.0,0.0,104.1,106.6,71.4,,141.5,152.9,0.0,636.0
5,0.00463,47,55,0.0,0.0,107.0,109.0,74.8,,146.8,150.0,25.0,79.0
6,0.00497,47,55,0.0,0.0,111.3,113.0,79.1,,146.6,143.8,121.0,7.0
7,0.00553,47,55,0.0,0.0,111.9,111.6,79.0,,142.8,136.8,210.0,3.0
8,0.00483,47,55,0.0,0.0,109.3,109.1,78.3,,140.7,150.0,208.0,8.0
9,0.00443,47,55,0.0,0.0,106.9,107.2,76.9,,144.7,141.2,72.0,81.0
10,0.0030600000000000002,47,55,0.0,0.0,104.1,106.3,73.1,,144.0,153.3,6.0,397.0
11,0.0025,47,55,0.0,0.0,104.7,105.9,73.3,,140.7,150.0,0.0,653.0
12,0.0024700000000000004,47,55,0.0,0.0,104.8,104.6,72.2,,134.1,155.0,0.0,339.0
1,0.0032400000000000003,48,56,0.0,0.0,79.3,89.0,65.8,,104.2,,0.0,1282.0
2,0.00387,48,56,0.0,0.0,82.4,91.8,70.8,,105.7,,0.0,956.0
3,0.004849999999999999,48,56,0.0,0.0,81.8,93.5,69.9,,108.0,,0.0,922.0
4,0.00579,48,56,0.0,0.0,81.5,93.6,69.7,,109.6,,0.0,685.0
5,0.0066500000000000005,48,56,0.0,0.0,82.9,97.0,70.4,,114.5,,1.0,17.0
6,0.0075899999999999995,48,56,0.0,0.0,82.8,97.2,69.7,,117.6,,95.0,6.0
7,0.00818,48,56,0.0,0.0,81.8,94.4,67.9,,118.4,,134.0,8.0
8,0.0072699999999999996,48,56,0.0,0.0,83.4,94.1,70.9,,117.1,,62.0,8.0
9,0.0067,48,56,0.0,0.0,81.5,96.8,68.7,,117.5,,16.0,77.0
10,0.00537,48,56,0.0,0.0,81.6,93.7,70.0,,115.0,,0.0,539.0
11,0.00394,48,56,0.0,0.0,81.89999999999999,97.4,68.5,,112.6,,0.0,809.0
12,0.00312,48,56,0.0,0.0,81.7,91.1,68.8,,106.8,,0.0,460.0
